phase,streams,family,role,installed_box,profile_windows,profiled_seconds,frames,rows,rows_per_frame,compute_ms_per_row,attention_ms_per_row,moe_ms_per_row,moe_fallbacks,moe_nonfinite,spec_sent,spec_hits,spec_misses,system_samples,mean_pkg_w,mean_mhz,mean_temp,mean_swapin_s,min_mem_available_mib
mixed_a_c128,128,mixed,1,1,17,171.928,743,8648,11.639300134589503,17.840194264569842,1.30654486586494,15.09886679000925,0,0,0,0,0,42,22.583333333333332,1661.8095238095239,57.476190476190474,0.023809523809523808,6156
mixed_a_c128,128,mixed,2,2,8,80.675,350,4072,11.634285714285713,18.9950884086444,1.3551080550098231,16.214145383104125,0,0,0,0,0,42,21.747619047619047,1773.4761904761904,57.833333333333336,6.928571428571429,5389
mixed_a_c128,128,mixed,3,3,13,131.461,570,6630,11.631578947368421,19.757013574660633,1.4194570135746607,16.890648567119154,0,0,0,0,0,42,22.004761904761903,1678.1190476190477,58.523809523809526,15.380952380952381,6461
mixed_a_c128,128,mixed,4,4,8,80.58,350,4073,11.637142857142857,17.302479744659955,1.3638595629756936,14.483672968328014,0,0,0,0,0,42,22.12142857142857,1601.404761904762,58.666666666666664,0.6428571428571429,5289
mixed_a_c128,128,mixed,5,5,17,172.488,747,8690,11.633199464524766,16.984119677790563,1.3037974683544304,14.079861910241657,0,0,0,0,0,42,22.90714285714286,1431.6666666666667,58.23809523809524,0.11904761904761904,5299
mixed_a_c128,128,mixed,6,6,15,152.469,661,7690,11.633888048411498,17.11339401820546,1.315994798439532,14.326527958387516,0,0,0,0,0,42,21.340476190476192,1449,57.785714285714285,0.23809523809523808,5451
mixed_a_c128,128,mixed,7,7,16,162.592,706,8215,11.635977337110482,16.92136335970785,1.309312233718807,14.127084601339014,0,0,0,0,0,42,21.457142857142856,1684.7619047619048,58.023809523809526,0.047619047619047616,5236
mixed_a_c128,128,mixed,8,0,14,142.442,615,7156,11.635772357723578,17.795276690888766,1.3633314700950252,15.004751257685857,0,0,0,0,0,42,22.67142857142857,1754.4285714285713,58.11904761904762,1.2142857142857142,5831
mixed_a_c128,128,mixed,9,9,14,141.409,614,7143,11.633550488599349,15.073778524429512,1.0718185636287274,12.806243875122497,0,0,0,0,0,42,23.80238095238095,1946.8809523809523,62.666666666666664,1.119047619047619,5061
mixed_a_c128,128,mixed,10,10,15,152.034,661,7689,11.632375189107414,12.999739888151906,1.1373390557939915,9.51879308102484,46,46,0,0,0,42,22.692857142857143,2065.095238095238,63.095238095238095,214.28571428571428,4373
mixed_a_c176,176,mixed,0,8,10,101.567,370,5920,16.0,11.131925675675676,0.8047297297297298,8.69375,0,0,0,0,0,41,18.160975609756097,1994.7560975609756,61.51219512195122,0,14874
mixed_a_c176,176,mixed,1,1,9,91.381,332,5312,16.0,15.60410391566265,0.958960843373494,13.488893072289157,0,0,0,0,0,41,22.151219512195123,1543.878048780488,59.4390243902439,0.0975609756097561,4982
mixed_a_c176,176,mixed,2,2,18,183.099,664,10624,16.0,16.622835090361445,0.9994352409638554,14.448889307228916,0,0,0,0,0,41,21.514634146341464,1572.9024390243903,60,0.21951219512195122,4239
mixed_a_c176,176,mixed,3,3,10,101.287,363,5808,16.0,17.381026170798897,1.03116391184573,15.130853994490359,0,0,0,0,0,41,21.91951219512195,1616.2439024390244,60,2.268292682926829,5220
mixed_a_c176,176,mixed,4,4,15,151.718,551,8816,16.0,15.03187386569873,1.0044237749546279,12.85798548094374,0,0,0,0,0,41,21.746341463414634,1437.8536585365853,58.048780487804876,0,4247
mixed_a_c176,176,mixed,5,5,11,111.5,406,6496,16.0,14.660098522167488,0.9759852216748769,12.392395320197044,0,0,0,0,0,41,22.48780487804878,1410.1951219512196,57.853658536585364,0,4254
mixed_a_c176,176,mixed,6,6,9,91.307,333,5328,16.0,14.690315315315315,0.9739114114114115,12.524962462462462,0,0,0,0,0,41,21.44390243902439,1496.658536585366,58.58536585365854,0,4400
mixed_a_c176,176,mixed,7,7,10,101.683,368,5888,16.0,14.743376358695652,0.9718070652173914,12.559103260869565,0,0,0,0,0,41,21.307317073170733,1637.560975609756,60.048780487804876,0,4196
mixed_a_c176,176,mixed,8,0,12,121.395,442,7072,16.0,15.101244343891402,1.0287047511312217,12.88305995475113,0,0,0,0,0,41,22.902439024390244,1730.780487804878,59.4390243902439,0.024390243902439025,4544
mixed_a_c176,176,mixed,9,9,10,101.273,368,5888,16.0,12.934952445652174,0.7997622282608695,11.138586956521738,0,0,0,0,0,41,23.334146341463416,1912.439024390244,62.41463414634146,0.07317073170731707,4079
mixed_a_c176,176,mixed,10,10,9,91.438,331,5296,16.0,11.107061933534743,0.8334592145015106,8.141993957703928,21,21,0,0,0,41,21.60487804878049,1964.7560975609756,63.853658536585364,1027.5365853658536,3264
mixed_b_c176,176,mixed,0,8,12,121.594,434,6944,16.0,11.139112903225806,0.8127880184331797,8.75950460829493,0,0,0,0,0,42,18.207142857142856,1949.2142857142858,62.26190476190476,0,14540
mixed_b_c176,176,mixed,1,1,14,141.879,506,8096,16.0,15.724431818181818,0.9681324110671937,13.568675889328063,0,0,0,0,0,42,22.31904761904762,1490.095238095238,58.523809523809526,0,4742
mixed_b_c176,176,mixed,2,2,11,111.646,403,6448,16.0,16.63120347394541,0.9920905707196029,14.475341191066997,0,0,0,0,0,42,21.714285714285715,1632.7857142857142,58.857142857142854,0.047619047619047616,3981
mixed_b_c176,176,mixed,3,3,16,162.401,583,9328,16.0,17.35216552315609,1.0411663807890223,15.072148370497427,0,0,0,0,0,42,21.802380952380954,1622.2380952380952,60.45238095238095,1.2619047619047619,4969
mixed_b_c176,176,mixed,4,4,12,121.614,440,7040,16.0,15.017897727272727,1.0095170454545455,12.838352272727272,0,0,0,0,0,42,21.83809523809524,1450.6904761904761,58.95238095238095,0,4197
mixed_b_c176,176,mixed,5,5,10,101.669,363,5808,16.0,14.888601928374655,0.9767561983471075,12.6232782369146,0,0,0,0,0,42,22.797619047619047,1429.7619047619048,58.095238095238095,0.023809523809523808,4040
mixed_b_c176,176,mixed,6,6,12,122.003,434,6944,16.0,14.970190092165899,0.9742223502304147,12.78125,0,0,0,0,0,42,21.51904761904762,1470.2619047619048,57.857142857142854,0,4179
mixed_b_c176,176,mixed,7,7,15,151.849,546,8736,16.0,14.772893772893774,0.9629120879120879,12.577495421245422,0,0,0,0,0,42,22.114285714285714,1414.904761904762,58.166666666666664,0.047619047619047616,3979
mixed_b_c176,176,mixed,8,0,14,141.546,504,8064,16.0,16.036830357142858,1.0536954365079365,13.618675595238095,0,0,0,0,0,42,22.576190476190476,1696.9285714285713,59.5,77.4047619047619,4479
mixed_b_c176,176,mixed,9,9,12,121.166,431,6896,16.0,13.134715777262182,0.7971287703016241,11.347737819025522,0,0,0,0,0,42,23.169047619047618,1735.9285714285713,61.95238095238095,0,3843
mixed_b_c176,176,mixed,10,10,15,151.936,544,8704,16.0,11.318244485294118,0.8367417279411765,8.098460477941176,58,58,0,0,0,42,22.392857142857142,1906.1666666666667,63.07142857142857,1109.8333333333333,3102
mixed_b_c128,128,mixed,0,8,15,151.991,646,7517,11.636222910216718,12.76573100971132,1.1027005454303578,9.702008780098444,0,0,0,0,0,43,18.490697674418605,1772.7906976744187,62.18604651162791,0,14483
mixed_b_c128,128,mixed,1,1,15,152.072,640,7449,11.6390625,17.793126594173714,1.2905087931265942,15.062290240300712,0,0,0,0,0,43,22.330232558139535,1500.0232558139535,60,0,4717
mixed_b_c128,128,mixed,2,2,13,131.7,567,6600,11.640211640211641,18.823939393939394,1.3424242424242425,16.092727272727274,0,0,0,0,0,43,21.911627906976744,1641.6744186046512,59.72093023255814,0.046511627906976744,3948
mixed_b_c128,128,mixed,3,3,17,172.305,737,8577,11.637720488466757,20.0149236329719,1.4324355835373674,16.893086160662236,0,0,0,0,0,43,21.46511627906977,1684.2790697674418,60.69767441860465,120.18604651162791,5343
mixed_b_c128,128,mixed,4,4,12,121.602,522,6074,11.636015325670497,17.30655251893316,1.3631873559433652,14.471847217648996,0,0,0,0,0,43,21.704651162790697,1469.1162790697674,58.116279069767444,0,4174
mixed_b_c128,128,mixed,5,5,13,131.779,553,6434,11.634719710669078,17.082685732048493,1.2954616101958347,14.113148896487411,0,0,0,0,0,43,22.61860465116279,1472.906976744186,58.348837209302324,0.09302325581395349,4003
mixed_b_c128,128,mixed,6,6,17,171.712,737,8574,11.633649932157395,17.01294611616515,1.3030090972708188,14.224749241894099,0,0,0,0,0,43,21.113953488372093,1653.9302325581396,58.27906976744186,0,4149
mixed_b_c128,128,mixed,7,7,14,141.543,611,7109,11.635024549918167,16.818539879026584,1.3042622028414685,14.03840202560135,0,0,0,0,0,43,21.50232558139535,1599.7209302325582,59.41860465116279,0.046511627906976744,3935
mixed_b_c128,128,mixed,8,0,15,151.789,647,7529,11.636785162287481,17.96413866383318,1.3515739141984326,15.178775401779784,0,0,0,0,0,43,23.253488372093024,1688.6744186046512,59.906976744186046,0.9767441860465116,4435
mixed_b_c128,128,mixed,9,9,14,141.692,613,7136,11.641109298531811,14.969170403587444,1.0881446188340806,12.668161434977579,0,0,0,0,0,43,24.225581395348836,1935.7906976744187,62.02325581395349,0,3820
mixed_b_c128,128,mixed,10,10,15,151.667,651,7572,11.631336405529954,13.267564712097201,1.1246698362387744,9.544506075013206,44,44,0,0,0,43,23.127906976744185,1956.093023255814,63.83720930232558,687.7209302325581,3423
